1018,新竹市,64299,其他蟳蟹類,92,35980.775
1018,新竹市,64299,其他蟳蟹類,93,42957.54
1018,新竹市,64299,其他蟳蟹類,94,27125.847
1018,新竹市,64299,其他蟳蟹類,95,9932.094
1018,新竹市,64299,其他蟳蟹類,96,7049.25
1018,新竹市,64299,其他蟳蟹類,97,22742.37
1018,新竹市,64299,其他蟳蟹類,98,25809.016
1018,新竹市,64299,其他蟳蟹類,99,17490.944
1018,新竹市,64299,其他蟳蟹類,100,20196
1018,新竹市,64299,其他蟳蟹類,101,19497.1
1018,新竹市,64299,其他蟳蟹類,102,18937.6
1018,新竹市,64299,其他蟳蟹類,103,5732.4
1018,新竹市,64299,其他蟳蟹類,104,7466.72
1018,新竹市,64299,其他蟳蟹類,105,5232.789
1018,新竹市,64299,其他蟳蟹類,106,5382.623
1018,新竹市,65001,牡蠣,92,5730.207
1018,新竹市,65001,牡蠣,93,2424.864
1018,新竹市,65001,牡蠣,94,5795.668
1018,新竹市,65001,牡蠣,95,2783.552
1018,新竹市,65001,牡蠣,96,1340.328
1018,新竹市,65001,牡蠣,97,1151.175
1018,新竹市,65001,牡蠣,98,1064.07
1018,新竹市,65001,牡蠣,99,920.46
1018,新竹市,65001,牡蠣,100,1240
1018,新竹市,65001,牡蠣,101,910.6
1018,新竹市,65001,牡蠣,102,1088
1018,新竹市,65001,牡蠣,103,863.55
1018,新竹市,65001,牡蠣,104,714
1018,新竹市,65001,牡蠣,105,813.082
1018,新竹市,65001,牡蠣,106,651.48
1018,新竹市,65002,文蛤,92,367.102
1018,新竹市,65002,文蛤,93,77.826
1018,新竹市,65002,文蛤,94,536.465
1018,新竹市,65002,文蛤,95,150.202
1018,新竹市,65002,文蛤,96,110.2
1018,新竹市,65002,文蛤,97,106.344
1018,新竹市,65002,文蛤,98,114.057
1018,新竹市,65002,文蛤,99,73.86
1018,新竹市,65002,文蛤,100,74.4
1018,新竹市,65002,文蛤,101,73.2
1018,新竹市,65002,文蛤,102,117.8
1018,新竹市,65002,文蛤,103,150
1018,新竹市,65002,文蛤,104,205.32
1018,新竹市,65002,文蛤,105,256.698
1018,新竹市,65002,文蛤,106,353.808
1018,新竹市,65007,鳳螺,105,13.248
1018,新竹市,65007,鳳螺,106,143.878
1018,新竹市,65999,其他貝類,92,257.424
1018,新竹市,65999,其他貝類,93,325.621
1018,新竹市,65999,其他貝類,94,196.776
1018,新竹市,65999,其他貝類,95,67.464
1018,新竹市,65999,其他貝類,105,146.716
1902,臺中市,01001,吳郭魚類,92,6798.761
1902,臺中市,01001,吳郭魚類,93,4796.8171
1902,臺中市,01001,吳郭魚類,94,2148.26
1902,臺中市,02001,鯉魚,92,372.38
1902,臺中市,02001,鯉魚,93,266.302
1902,臺中市,02001,鯉魚,94,134.1375
1902,臺中市,02002,鯽魚,94,0
1902,臺中市,02003,草魚,92,2232.545
1902,臺中市,02003,草魚,93,1320.3373
1902,臺中市,02003,草魚,94,536.562
1902,臺中市,02004,青魚,94,617.88
1902,臺中市,02006,白鰱,94,0
1902,臺中市,02007,鯁魚,94,0
1902,臺中市,03001,日本鰻鱺,94,0
1902,臺中市,04001,淡水鯰,94,0
1902,臺中市,0500X,鱸魚,94,1020.95688
1902,臺中市,06001,泥鰍,94,0
1902,臺中市,62998,其他淡水魚類,94,0
1020,嘉義市,01001,吳郭魚類,92,15.2
1020,嘉義市,01001,吳郭魚類,93,11.75
1903,臺南市,01001,吳郭魚類,92,730640.9485
1903,臺南市,01001,吳郭魚類,93,966637.586
1903,臺南市,01001,吳郭魚類,94,890342.824
1903,臺南市,01001,吳郭魚類,95,826815.9546
1903,臺南市,01001,吳郭魚類,96,801226.1967
1903,臺南市,01001,吳郭魚類,97,1008518.817
1903,臺南市,01001,吳郭魚類,98,1069769.783
1903,臺南市,01001,吳郭魚類,99,1079850.696
1903,臺南市,02001,鯉魚,92,38367.58
1903,臺南市,02001,鯉魚,93,39109.42
1903,臺南市,02001,鯉魚,94,23742.8
1903,臺南市,02001,鯉魚,95,9963.564
1903,臺南市,02001,鯉魚,96,8757.226
1903,臺南市,02001,鯉魚,97,5933.175
1903,臺南市,02001,鯉魚,98,4789.133
1903,臺南市,02001,鯉魚,99,5809.9916
1903,臺南市,02002,鯽魚,94,30604.76
1903,臺南市,02002,鯽魚,98,9045.732
1903,臺南市,02002,鯽魚,99,9158.4717
1903,臺南市,02003,草魚,92,49665.275
1903,臺南市,02003,草魚,93,77252.7265
1903,臺南市,02003,草魚,94,91465.705
1903,臺南市,02003,草魚,95,41237.4645
1903,臺南市,02003,草魚,96,29071.08736
1903,臺南市,02003,草魚,97,35386.988
1903,臺南市,02003,草魚,98,22440.483
1903,臺南市,02003,草魚,99,23803.6882
1903,臺南市,02006,白鰱,98,33.75
1903,臺南市,03001,日本鰻鱺,92,345188.295
1903,臺南市,03001,日本鰻鱺,93,752668.1
1903,臺南市,03001,日本鰻鱺,94,871064.7
1903,臺南市,03001,日本鰻鱺,98,1077774.275
1903,臺南市,03001,日本鰻鱺,99,784220.535
1903,臺南市,0500X,鱸魚,92,17050.85
1903,臺南市,0500X,鱸魚,93,11294.492
1903,臺南市,0500X,鱸魚,94,15060.4
1903,臺南市,0500X,鱸魚,95,15448.132
1903,臺南市,0500X,鱸魚,96,77923.658
1903,臺南市,0500X,鱸魚,97,59433.472
1903,臺南市,0500X,鱸魚,98,60921.891
1903,臺南市,0500X,鱸魚,99,110070.215
1903,臺南市,06001,泥鰍,98,11888.0606
1903,臺南市,07001,錦鯉與金魚,99,2715.48
1903,臺南市,0700X,觀賞魚,93,2402.21625
1903,臺南市,0700X,觀賞魚,94,4449.275
1903,臺南市,0700X,觀賞魚,95,1751.818
1903,臺南市,0700X,觀賞魚,96,2451.355
1903,臺南市,0700X,觀賞魚,97,1949.871
1903,臺南市,10001,虱目魚,92,887657.755
1903,臺南市,10001,虱目魚,93,900448.7447
1903,臺南市,10001,虱目魚,94,789015.005
1903,臺南市,10001,虱目魚,95,866687.623
1903,臺南市,10001,虱目魚,96,858613.1011
1903,臺南市,10001,虱目魚,97,904398.9051
1903,臺南市,10001,虱目魚,98,715761.5314
1903,臺南市,10001,虱目魚,99,825475.8024
1903,臺南市,12001,真鯛,92,95.456
1903,臺南市,12001,真鯛,93,411.796
1903,臺南市,12001,真鯛,94,66.93
1903,臺南市,12001,真鯛,95,597.6
1903,臺南市,12001,真鯛,96,130.3215
1903,臺南市,12001,真鯛,97,246.037
1903,臺南市,12001,真鯛,98,150.804
1903,臺南市,12001,真鯛,99,871.53
1903,臺南市,12002,黃背牙鯛,92,13.578
1903,臺南市,12002,黃背牙鯛,94,131.56
1903,臺南市,12002,黃背牙鯛,95,3.68
1903,臺南市,12002,黃背牙鯛,96,21.567
1903,臺南市,12002,黃背牙鯛,97,304.6069
1903,臺南市,12002,黃背牙鯛,98,566.5485
1903,臺南市,12002,黃背牙鯛,99,490.677
1903,臺南市,12003,紅鋤齒鯛,92,2370.395
1903,臺南市,12003,紅鋤齒鯛,93,4108.928
1903,臺南市,12003,紅鋤齒鯛,94,4232.811
1903,臺南市,12003,紅鋤齒鯛,95,3330
1903,臺南市,12003,紅鋤齒鯛,96,29.415
1903,臺南市,12003,紅鋤齒鯛,97,523.7232
1903,臺南市,12003,紅鋤齒鯛,98,1863.4026
1903,臺南市,12003,紅鋤齒鯛,99,1850.7786
1903,臺南市,12004,黑棘鯛,92,12956.25
1903,臺南市,12004,黑棘鯛,93,31448.549
1903,臺南市,12004,黑棘鯛,94,20163.01
1903,臺南市,12004,黑棘鯛,95,15495.6105
1903,臺南市,12004,黑棘鯛,96,17445.8057
1903,臺南市,12004,黑棘鯛,97,16890.6558
1903,臺南市,12004,黑棘鯛,98,9964.5755
1903,臺南市,12004,黑棘鯛,99,11768.26301
1903,臺南市,12099,其他鯛,92,3789.309
1903,臺南市,12099,其他鯛,93,7386.243
1903,臺南市,12099,其他鯛,94,10232.36
1903,臺南市,12099,其他鯛,95,11628.106
1903,臺南市,12099,其他鯛,96,12844.678
1903,臺南市,12099,其他鯛,97,3977.8015
1903,臺南市,12099,其他鯛,98,5350.9593
1903,臺南市,12099,其他鯛,99,8564.3265
1903,臺南市,15001,大黃魚,92,783.492
1903,臺南市,15001,大黃魚,93,184.837
1903,臺南市,15001,大黃魚,94,441.75
1903,臺南市,15001,大黃魚,95,493.368
1903,臺南市,15001,大黃魚,96,651.6315
1903,臺南市,15001,大黃魚,97,356.71949
1903,臺南市,15001,大黃魚,98,206.5039
1903,臺南市,15003,黑(魚或),92,939.821
1903,臺南市,15003,黑(魚或),93,779.576
1903,臺南市,15003,黑(魚或),94,1726.203
1903,臺南市,15003,黑(魚或),95,1719.3816
1903,臺南市,15003,黑(魚或),96,6250.3402
1903,臺南市,15003,黑(魚或),97,7397.68568
1903,臺南市,15003,黑(魚或),98,7620.2195
1903,臺南市,15003,黑(魚或),99,5716.77654
1903,臺南市,15004,白姑魚,92,5364.158
1903,臺南市,15004,白姑魚,93,11987.083
1903,臺南市,15004,白姑魚,94,11523.393
1903,臺南市,15004,白姑魚,95,13603.94917
1903,臺南市,15004,白姑魚,96,16638.69497
1903,臺南市,15004,白姑魚,97,9738.447
1903,臺南市,15004,白姑魚,98,9614.4878
1903,臺南市,15004,白姑魚,99,6759.36447
1903,臺南市,15005,鮸魚,96,55.9632
1903,臺南市,15005,鮸魚,97,137.48
1903,臺南市,15099,其他石首魚,97,7140.378
1903,臺南市,15099,其他石首魚,99,3082.759
1903,臺南市,16001,金線魚,92,4144.392
1903,臺南市,16001,金線魚,93,6268.292
1903,臺南市,16001,金線魚,94,11869.338
1903,臺南市,16001,金線魚,95,10570.855
1903,臺南市,16001,金線魚,96,1382.3718
1903,臺南市,16001,金線魚,97,757.95954
1903,臺南市,16001,金線魚,98,297.9921
1903,臺南市,16001,金線魚,99,63.52087
1903,臺南市,17001,馬頭魚,94,1.8
1903,臺南市,17001,馬頭魚,95,2.535
1903,臺南市,17001,馬頭魚,96,194.392
1903,臺南市,17001,馬頭魚,97,20.32
1903,臺南市,18001,龍占魚科,92,60.9
1903,臺南市,18001,龍占魚科,93,172.71
1903,臺南市,18001,龍占魚科,94,220.616
1903,臺南市,18001,龍占魚科,95,229.056
1903,臺南市,18001,龍占魚科,96,8.33
1903,臺南市,18001,龍占魚科,97,223.938
1903,臺南市,18001,龍占魚科,98,434.6034
1903,臺南市,18001,龍占魚科,99,172.62
1903,臺南市,19002,赤鰭笛鯛,92,51.48
1903,臺南市,19002,赤鰭笛鯛,93,91.686
1903,臺南市,19002,赤鰭笛鯛,94,5.76
1903,臺南市,19002,赤鰭笛鯛,95,49.14
1903,臺南市,19002,赤鰭笛鯛,97,68.2155
1903,臺南市,19002,赤鰭笛鯛,98,47.9808
1903,臺南市,19002,赤鰭笛鯛,99,43.875
1903,臺南市,19003,銀紋笛鯛,96,514.755
1903,臺南市,19003,銀紋笛鯛,97,744.48
1903,臺南市,19003,銀紋笛鯛,98,239.1472
1903,臺南市,1900X,笛鯛類,92,3677.31
1903,臺南市,1900X,笛鯛類,93,2779.144
1903,臺南市,1900X,笛鯛類,94,2161.152
1903,臺南市,1900X,笛鯛類,95,2539.67
1903,臺南市,1900X,笛鯛類,96,487.038
1903,臺南市,1900X,笛鯛類,97,817.2434
1903,臺南市,1900X,笛鯛類,98,1177.7264
1903,臺南市,1900X,笛鯛類,99,2123.683
1903,臺南市,21000,鬚鯛科,92,4867.282
1903,臺南市,21000,鬚鯛科,93,5015.318
1903,臺南市,21000,鬚鯛科,94,7743.043
1903,臺南市,21000,鬚鯛科,95,4453.82
1903,臺南市,21000,鬚鯛科,96,1032.232
1903,臺南市,21000,鬚鯛科,97,1673.49606
1903,臺南市,21000,鬚鯛科,98,544.0515
1903,臺南市,21000,鬚鯛科,99,713.8694
1903,臺南市,22000,鸚哥魚科,94,292.6
1903,臺南市,22000,鸚哥魚科,95,2708.83
1903,臺南市,22000,鸚哥魚科,96,1138.974
1903,臺南市,22000,鸚哥魚科,97,1750.6908
1903,臺南市,22000,鸚哥魚科,98,3669.603
1903,臺南市,22000,鸚哥魚科,99,3094.56414
1903,臺南市,23001,大棘大眼鯛,92,1661.562
1903,臺南市,23001,大棘大眼鯛,93,4618.575
1903,臺南市,23001,大棘大眼鯛,94,1895.551
1903,臺南市,23001,大棘大眼鯛,95,879.72
1903,臺南市,23001,大棘大眼鯛,96,482.0462
1903,臺南市,23001,大棘大眼鯛,97,609.9378
1903,臺南市,23001,大棘大眼鯛,98,250.25
1903,臺南市,23001,大棘大眼鯛,99,589.11626
1903,臺南市,2600X,鱠,92,258953.01
1903,臺南市,2600X,鱠,93,172612.699
1903,臺南市,2600X,鱠,94,130853.382
1903,臺南市,2600X,鱠,95,217726.887
1903,臺南市,2600X,鱠,96,319808.9869
1903,臺南市,2600X,鱠,97,296354.4599
1903,臺南市,2600X,鱠,98,285747.3808
1903,臺南市,2600X,鱠,99,701887.3241
1903,臺南市,29000,合齒魚科,92,3209.02
1903,臺南市,29000,合齒魚科,93,3055.076
1903,臺南市,29000,合齒魚科,94,3987.595
1903,臺南市,29000,合齒魚科,95,1941.03633
1903,臺南市,29000,合齒魚科,96,1814.07035
1903,臺南市,29000,合齒魚科,97,1371.669
1903,臺南市,29000,合齒魚科,98,1177.5101
1903,臺南市,29000,合齒魚科,99,1468.71084
1903,臺南市,30000,鯙科,92,1084.998
1903,臺南市,30000,鯙科,93,1735.156
1903,臺南市,30000,鯙科,94,899.83
1903,臺南市,30000,鯙科,95,1653.40343
1903,臺南市,30000,鯙科,96,1706.08016
1903,臺南市,30000,鯙科,97,1508.7457
1903,臺南市,30000,鯙科,98,1660.0877
1903,臺南市,30000,鯙科,99,1458.83944
1903,臺南市,33001,斑海鯰,92,46.245
1903,臺南市,33001,斑海鯰,93,2.484
1903,臺南市,34001,海鱺,99,449.984
1903,臺南市,35001,眼眶魚,92,20.5
1903,臺南市,35001,眼眶魚,93,406.203
1903,臺南市,35001,眼眶魚,94,423.338
1903,臺南市,35001,眼眶魚,95,227.91
1903,臺南市,35001,眼眶魚,96,115.8066
1903,臺南市,35001,眼眶魚,97,1031.2625
1903,臺南市,35001,眼眶魚,98,1511.1881
1903,臺南市,35001,眼眶魚,99,1567.65375
1903,臺南市,37001,鯔,94,24504.176
1903,臺南市,37001,鯔,97,39476.656
1903,臺南市,37001,鯔,98,13472.4915
1903,臺南市,37001,鯔,99,25399.63716
1903,臺南市,38001,銀鯧,92,3241.656
1903,臺南市,38001,銀鯧,93,1083.606
1903,臺南市,38001,銀鯧,94,2896.71
1903,臺南市,38001,銀鯧,95,1887.4652
1903,臺南市,38001,銀鯧,96,6852.1993
1903,臺南市,38001,銀鯧,97,7365.45205
1903,臺南市,38001,銀鯧,98,3930.2064
1903,臺南市,38001,銀鯧,99,6568.3434
1903,臺南市,38002,鐮鯧,92,6526.764
1903,臺南市,38002,鐮鯧,93,3012.014
1903,臺南市,38002,鐮鯧,94,7762.574
1903,臺南市,38002,鐮鯧,95,1405.85892
1903,臺南市,38002,鐮鯧,96,2295.0944
1903,臺南市,38002,鐮鯧,97,1749.8818
1903,臺南市,38002,鐮鯧,98,1587.539
1903,臺南市,38002,鐮鯧,99,887.919
1903,臺南市,38099,其他鯧,98,512.24
1903,臺南市,38099,其他鯧,99,564.444
1903,臺南市,39001,刺鯧,92,5865.763
1903,臺南市,39001,刺鯧,93,8791.465
1903,臺南市,39001,刺鯧,94,14162.288
1903,臺南市,39001,刺鯧,95,9946.7764
1903,臺南市,39001,刺鯧,96,10099.5345
1903,臺南市,39001,刺鯧,97,11605.0938
1903,臺南市,39001,刺鯧,98,14788.3424
1903,臺南市,39001,刺鯧,99,7394.80774
1903,臺南市,41000,飛魚科,92,37.246
1903,臺南市,41000,飛魚科,93,15.972
1903,臺南市,41000,飛魚科,94,26.72
1903,臺南市,41000,飛魚科,95,7.335
1903,臺南市,41000,飛魚科,96,4.365
1903,臺南市,42000,金梭魚科,92,2489.811
1903,臺南市,42000,金梭魚科,93,2264.574
1903,臺南市,42000,金梭魚科,94,3761.253
1903,臺南市,42000,金梭魚科,95,4260.9042
1903,臺南市,42000,金梭魚科,96,1396.8344
1903,臺南市,42000,金梭魚科,97,199.4258
1903,臺南市,42000,金梭魚科,98,247.5963
1903,臺南市,42000,金梭魚科,99,367.03072
1903,臺南市,48000,帶魚屬,92,9580.106
1903,臺南市,48000,帶魚屬,93,13735.874
1903,臺南市,48000,帶魚屬,94,12998.613
1903,臺南市,48000,帶魚屬,95,9425.60411
1903,臺南市,48000,帶魚屬,96,11965.26266
1903,臺南市,48000,帶魚屬,97,9137.00588
1903,臺南市,48000,帶魚屬,98,9559.3992
1903,臺南市,48000,帶魚屬,99,5824.53438
1903,臺南市,49001,鬼頭刀,92,1.375
1903,臺南市,49001,鬼頭刀,93,20.424
1903,臺南市,49001,鬼頭刀,94,0.525
1903,臺南市,49001,鬼頭刀,98,9.1762
1903,臺南市,49001,鬼頭刀,99,13.365
1903,臺南市,51001,小鱗脂眼鯡,92,370.564
1903,臺南市,51001,小鱗脂眼鯡,93,81.477
1903,臺南市,51001,小鱗脂眼鯡,94,138.282
1903,臺南市,51001,小鱗脂眼鯡,95,73.308
1903,臺南市,51001,小鱗脂眼鯡,98,22.6269
1903,臺南市,51001,小鱗脂眼鯡,99,2.365
1903,臺南市,51099,其他鯡,92,27.748
1903,臺南市,51099,其他鯡,93,21.273
1903,臺南市,51099,其他鯡,94,39.67
1903,臺南市,51099,其他鯡,95,0.924
1903,臺南市,51099,其他鯡,96,17.8068
1903,臺南市,51099,其他鯡,98,0.13
1903,臺南市,51099,其他鯡,99,500.8355
1903,臺南市,5300X,鯖,92,153.936
1903,臺南市,5300X,鯖,93,864.215
1903,臺南市,5300X,鯖,94,452.452
1903,臺南市,5300X,鯖,95,64.68
1903,臺南市,5300X,鯖,96,696.1075
1903,臺南市,5300X,鯖,97,206.358
1903,臺南市,5300X,鯖,98,307.4351
1903,臺南市,5300X,鯖,99,1145.31975
1903,臺南市,53101,正鰹,99,2.8296
1903,臺南市,53102,扁花鰹,97,866.9752
1903,臺南市,53103,圓花鰹,92,372.1
1903,臺南市,53103,圓花鰹,93,98.142
1903,臺南市,53103,圓花鰹,94,1015.352
1903,臺南市,53103,圓花鰹,95,627.575
1903,臺南市,53103,圓花鰹,96,146.6775
1903,臺南市,53103,圓花鰹,97,32.913
1903,臺南市,53103,圓花鰹,98,47.672
1903,臺南市,53103,圓花鰹,99,508.24614
1903,臺南市,53199,其他鰹類,99,339.98
1903,臺南市,53201,康氏馬加鰆,92,45150.227
1903,臺南市,53201,康氏馬加鰆,93,33722.359
1903,臺南市,53201,康氏馬加鰆,94,26421.136
1903,臺南市,53201,康氏馬加鰆,95,17545.9469
1903,臺南市,53201,康氏馬加鰆,96,14915.2539
1903,臺南市,53201,康氏馬加鰆,97,8156.7221
1903,臺南市,53201,康氏馬加鰆,98,6527.5787
1903,臺南市,53201,康氏馬加鰆,99,5891.9132
1903,臺南市,53202,日本馬加鰆,92,1623.86
1903,臺南市,53202,日本馬加鰆,96,3240.538
1903,臺南市,53202,日本馬加鰆,97,5117.46612
1903,臺南市,53202,日本馬加鰆,98,3880.1795
1903,臺南市,53202,日本馬加鰆,99,1886.56279
1903,臺南市,53203,高麗馬加鰆,98,16.2408
1903,臺南市,53203,高麗馬加鰆,99,8.058
1903,臺南市,53299,其他鰆類,92,1651.99
1903,臺南市,53299,其他鰆類,93,1420.86
1903,臺南市,53299,其他鰆類,95,6838.1446
1903,臺南市,53299,其他鰆類,96,1550.1591
1903,臺南市,53299,其他鰆類,99,1858.61376
1903,臺南市,53399,其他鮪類,95,7.656
1903,臺南市,53399,其他鮪類,96,13.395
1903,臺南市,53399,其他鮪類,97,85.1025
1903,臺南市,55005,雨傘旗魚,92,14.271
1903,臺南市,55005,雨傘旗魚,93,54.784
1903,臺南市,55005,雨傘旗魚,94,739.747
1903,臺南市,55005,雨傘旗魚,96,5.82741
1903,臺南市,55005,雨傘旗魚,97,19.56
1903,臺南市,5600X,大鯊,97,215.838
1903,臺南市,5600X,大鯊,99,398.1657
1903,臺南市,5600Y,鯊條,92,1503.403
1903,臺南市,5600Y,鯊條,93,916.654
1903,臺南市,5600Y,鯊條,94,1704.951
1903,臺南市,5600Y,鯊條,95,1104.97828
1903,臺南市,5600Y,鯊條,96,875.66625
1903,臺南市,5600Y,鯊條,97,914.829
1903,臺南市,5600Y,鯊條,98,882.7012
1903,臺南市,57000,魟類,92,200.728
1903,臺南市,57000,魟類,93,276.248
1903,臺南市,57000,魟類,94,432.7
1903,臺南市,57000,魟類,95,618.984
1903,臺南市,57000,魟類,96,877.23344
1903,臺南市,57000,魟類,97,1156.25048
1903,臺南市,57000,魟類,98,867.2028
1903,臺南市,57000,魟類,99,1396.29502
1903,臺南市,60000,單棘魨科,92,849.676
1903,臺南市,60000,單棘魨科,93,3752.2
1903,臺南市,60000,單棘魨科,94,1209.75
1903,臺南市,60000,單棘魨科,95,3208.8042
1903,臺南市,60000,單棘魨科,96,144.555
1903,臺南市,60000,單棘魨科,97,128.9525
1903,臺南市,60000,單棘魨科,98,368.7552
1903,臺南市,60000,單棘魨科,99,37.096
1903,臺南市,62998,其他淡水魚類,94,38781.89
1903,臺南市,62998,其他淡水魚類,95,35152.956
1903,臺南市,62998,其他淡水魚類,96,26335.12968
1903,臺南市,62998,其他淡水魚類,97,23952.3355
1903,臺南市,62998,其他淡水魚類,98,18859.279
1903,臺南市,62998,其他淡水魚類,99,17594.7475
1903,臺南市,62999,其他海水魚類,92,191295.975
1903,臺南市,62999,其他海水魚類,93,271001.4398
1903,臺南市,62999,其他海水魚類,94,346125.535
1903,臺南市,62999,其他海水魚類,95,315861.987
1903,臺南市,62999,其他海水魚類,96,811140.6131
1903,臺南市,62999,其他海水魚類,97,232218.3017
1903,臺南市,62999,其他海水魚類,98,183413.4759
1903,臺南市,62999,其他海水魚類,99,82526.7191
1903,臺南市,63001,花枝,96,2293.8449
1903,臺南市,63001,花枝,97,3113.6876
1903,臺南市,63001,花枝,98,2226.5894
1903,臺南市,63002,烏賊,92,2619.092
1903,臺南市,63002,烏賊,94,25.64
1903,臺南市,63002,烏賊,95,143.084
1903,臺南市,63002,烏賊,96,1129.05
1903,臺南市,63002,烏賊,97,962.50656
1903,臺南市,63002,烏賊,98,1783.936
1903,臺南市,63002,烏賊,99,1557.13852
1903,臺南市,6310X,魷魚,96,585.54
1903,臺南市,6310X,魷魚,97,3023.256
1903,臺南市,6310X,魷魚,98,0.165
1903,臺南市,63201,鎖管,92,55341.547
1903,臺南市,63201,鎖管,93,47110.695
1903,臺南市,63201,鎖管,94,43424.17
1903,臺南市,63201,鎖管,95,34460.7864
1903,臺南市,63201,鎖管,96,32286.0842
1903,臺南市,63201,鎖管,97,7900.532
1903,臺南市,63201,鎖管,98,2872.1496
1903,臺南市,63201,鎖管,99,2498.04341
1903,臺南市,63301,章魚,92,319.083
1903,臺南市,63301,章魚,93,287.11
1903,臺南市,63301,章魚,94,170.702
1903,臺南市,63301,章魚,95,87.66
1903,臺南市,63301,章魚,96,76.3498
1903,臺南市,63301,章魚,97,266.02805
1903,臺南市,63301,章魚,98,155.064
1903,臺南市,63301,章魚,99,91.92247
1903,臺南市,63999,其他頭足類,94,29.4
1903,臺南市,63999,其他頭足類,97,658.0194
1903,臺南市,63999,其他頭足類,98,859.5989
1903,臺南市,63999,其他頭足類,99,30.07
1903,臺南市,64001,草對蝦,92,101458.482
1903,臺南市,64001,草對蝦,93,77852.338
1903,臺南市,64001,草對蝦,94,31466.43
1903,臺南市,64001,草對蝦,95,32966
1903,臺南市,64001,草對蝦,96,30413.424
1903,臺南市,64001,草對蝦,97,45912.044
1903,臺南市,64001,草對蝦,98,42792.3379
1903,臺南市,64001,草對蝦,99,51384.2632
1903,臺南市,64002,日本對蝦,92,3018.625
1903,臺南市,64002,日本對蝦,93,5460.501
1903,臺南市,64002,日本對蝦,94,11182.42
1903,臺南市,64002,日本對蝦,95,8675.612
1903,臺南市,64002,日本對蝦,96,10733.6625
1903,臺南市,64002,日本對蝦,97,1948.1715
1903,臺南市,64002,日本對蝦,98,363.5358
1903,臺南市,64002,日本對蝦,99,595.70136
1903,臺南市,64003,多毛對蝦,97,1409.249
1903,臺南市,64003,多毛對蝦,99,253.614
1903,臺南市,64004,彎角鷹爪蝦,98,58.44605
1903,臺南市,64004,彎角鷹爪蝦,99,3.77325
1903,臺南市,64005,刀額新對蝦,92,12409.65
1903,臺南市,64005,刀額新對蝦,93,13157.32
1903,臺南市,64005,刀額新對蝦,94,8494.352
1903,臺南市,64005,刀額新對蝦,95,7718.486
1903,臺南市,64005,刀額新對蝦,96,8887.01
1903,臺南市,64005,刀額新對蝦,97,9805.14409
1903,臺南市,64005,刀額新對蝦,98,6705.858
1903,臺南市,64005,刀額新對蝦,99,9892.9195
1903,臺南市,64006,羅氏沼蝦,99,1362.02
1903,臺南市,64007,鬚赤蝦,92,5976.032
1903,臺南市,64007,鬚赤蝦,93,11118.462
1903,臺南市,64007,鬚赤蝦,94,25409.069
1903,臺南市,64007,鬚赤蝦,95,17308.8893
1903,臺南市,64007,鬚赤蝦,96,11513.0036
1903,臺南市,64007,鬚赤蝦,97,6224.50592
1903,臺南市,64007,鬚赤蝦,98,6822.552
1903,臺南市,64007,鬚赤蝦,99,6860.13552
1903,臺南市,64008,劍蝦,99,1416.05039
1903,臺南市,64009,管鞭蝦,99,1083.77791
1903,臺南市,64010,凡納對蝦,92,437639.25
1903,臺南市,64010,凡納對蝦,93,603981.66
1903,臺南市,64010,凡納對蝦,94,701542.86
1903,臺南市,64010,凡納對蝦,95,758919.86
1903,臺南市,64010,凡納對蝦,96,846859.9929
1903,臺南市,64010,凡納對蝦,97,1060765.305
1903,臺南市,64010,凡納對蝦,98,849738.59
1903,臺南市,64010,凡納對蝦,99,620832.554
1903,臺南市,64099,其他蝦類,92,10496.497
1903,臺南市,64099,其他蝦類,93,10761.569
1903,臺南市,64099,其他蝦類,94,4470.708
1903,臺南市,64099,其他蝦類,95,25262.7219
1903,臺南市,64099,其他蝦類,96,17494.4096
1903,臺南市,64099,其他蝦類,97,5748.29773
1903,臺南市,64099,其他蝦類,98,6341.2373
1903,臺南市,64101,蝦姑,92,239.594
1903,臺南市,64101,蝦姑,93,331.605
1903,臺南市,64101,蝦姑,94,164.882
1903,臺南市,64101,蝦姑,95,289.716
1903,臺南市,64101,蝦姑,96,389.88
1903,臺南市,64101,蝦姑,97,53.2836
1903,臺南市,64101,蝦姑,98,0.3
1903,臺南市,64101,蝦姑,99,8.28
1903,臺南市,64201,鋸緣青蟹,92,25903.55
1903,臺南市,64201,鋸緣青蟹,93,33031.05
1903,臺南市,64201,鋸緣青蟹,94,21240.2
1903,臺南市,64201,鋸緣青蟹,95,22916.2
1903,臺南市,64201,鋸緣青蟹,96,14159.66
1903,臺南市,64201,鋸緣青蟹,97,14776.114
1903,臺南市,64201,鋸緣青蟹,98,11332.02
1903,臺南市,64201,鋸緣青蟹,99,12083.64
1903,臺南市,64202,遠海梭子蟹,92,6116.539
1903,臺南市,64202,遠海梭子蟹,93,7996.695
1903,臺南市,64202,遠海梭子蟹,94,5710.273
1903,臺南市,64202,遠海梭子蟹,95,5177.91418
1903,臺南市,64202,遠海梭子蟹,96,5790.32324
1903,臺南市,64202,遠海梭子蟹,97,3844.72
1903,臺南市,64202,遠海梭子蟹,98,4429.3314
1903,臺南市,64202,遠海梭子蟹,99,3795.5233
1903,臺南市,64299,其他蟳蟹類,97,1507.0041
1903,臺南市,64299,其他蟳蟹類,98,3599.0584
1903,臺南市,64299,其他蟳蟹類,99,5498.104
1903,臺南市,65001,牡蠣,92,884375.526
